"Story","Title","Result","Date","Stability","Duration (s)"
"login","insert user info","ERROR","2024-05-17T11:08:47.558196143-05:00[America/Bogota]","0.0","13.98"
"login","insert user info","ERROR","2024-05-17T11:15:14.892853995-05:00[America/Bogota]","0.0","4.14"
